left_id,right_id,left_market,right_market,left_sector,right_sector,left_ticker,right_ticker,same_sector,cross_market,observations,pearson,spearman,tail_alpha,lower_left_tail_count,lower_right_tail_count,lower_both_tail_count,lower_both_tail_probability,lower_tail_dependence,lower_co_crash_lift_vs_independence,lower_right_given_left_tail,lower_left_given_right_tail,lower_tail_union_pearson,lower_avg_left_return_when_both_tail,lower_avg_right_return_when_both_tail,upper_left_tail_count,upper_right_tail_count,upper_both_tail_count,upper_both_tail_probability,upper_tail_dependence,upper_co_rally_lift_vs_independence,upper_right_given_left_tail,upper_left_given_right_tail,upper_tail_union_pearson,upper_avg_left_return_when_both_tail,upper_avg_right_return_when_both_tail,middle_both_count,middle_both_probability,middle_pearson,middle_spearman
US_HEALTHCARE,US_FINANCIALS,US,US,Healthcare,Financials,XLV,XLF,False,False,1699,0.5359668526889356,0.5221919651710465,0.05,84,84,36,0.02118893466745144,0.4237786933490288,8.475573866980575,0.42857142857142855,0.42857142857142855,-0.08454959742278785,-2.578235218595981,-2.3539152068131477,85,85,23,0.01353737492642731,0.2707474985285462,5.414949970570922,0.27058823529411763,0.27058823529411763,-0.4612349981920317,1.991070764937088,2.1066382185658385,1421,0.8363743378457916,0.418247085886126,0.42273506767779256
CN_MATERIALS,CN_INDUSTRIALS,CN,CN,Materials,Industrials,512400.SS,512660.SS,False,False,1653,0.5172489788364368,0.5155663153163463,0.05,82,82,34,0.0205686630369026,0.41137326073805197,8.227465214761038,0.4146341463414634,0.4146341463414634,-0.19926391989819411,-2.376579942715648,-2.2349566381654618,83,83,14,0.008469449485783424,0.1693889897156685,3.387779794313369,0.1686746987951807,0.1686746987951807,-0.446872161568066,2.5556669235263305,2.5315202537136203,1372,0.8300060496067756,0.40176113807519154,0.4106726473371979
US_INTERNET,US_INDUSTRIALS,US,US,Internet,Industrials,FDN,XLI,False,False,1699,0.5539795084738127,0.518506960395474,0.05,84,84,34,0.020011771630370805,0.40023543260741606,8.00470865214832,0.40476190476190477,0.40476190476190477,-0.1252108432095935,-2.571114269669638,-2.580598173713847,85,85,21,0.012360211889346674,0.24720423778693346,4.944084755738668,0.24705882352941178,0.24705882352941178,-0.316398087231791,2.097451769747874,2.1928076212214127,1417,0.8340200117716303,0.4282687595639715,0.425147441497087
US_HEALTHCARE,US_INDUSTRIALS,US,US,Healthcare,Industrials,XLV,XLI,False,False,1699,0.566516236717388,0.5403769490875152,0.05,84,84,34,0.020011771630370805,0.40023543260741606,8.00470865214832,0.40476190476190477,0.40476190476190477,-0.022317050040472793,-2.5986596144134535,-2.493675229522086,85,85,31,0.018246027074749854,0.36492054149499703,7.29841082989994,0.36470588235294116,0.36470588235294116,-0.41334427672521623,1.9224910662229817,2.0322592292497275,1427,0.8399058269570335,0.4430508849689959,0.43714052374533025
US_SEMICONDUCTOR,US_INDUSTRIALS,US,US,Semiconductor,Industrials,SMH,XLI,False,False,1699,0.6034451809260177,0.5770558665526287,0.05,84,84,33,0.01942319011183049,0.38846380223660976,7.7692760447321945,0.39285714285714285,0.39285714285714285,-0.10608589249497692,-2.467045950185708,-2.4784721377132772,85,85,26,0.015303119482048263,0.3060623896409652,6.121247792819304,0.3058823529411765,0.3058823529411765,-0.2888037085510884,2.0095190396889815,2.1999106606263896,1420,0.8357857563272513,0.47391733852522383,0.4641611612624538
US_NEW_ENERGY,US_MATERIALS,US,US,New Energy,Materials,QCLN,XLB,False,False,1699,0.5918692976898623,0.5707796570273955,0.05,84,84,33,0.01942319011183049,0.38846380223660976,7.7692760447321945,0.39285714285714285,0.39285714285714285,-0.07635623008639592,-2.4345137929853524,-2.4134974490325964,85,85,24,0.014125956444967627,0.28251912889935255,5.65038257798705,0.2823529411764706,0.2823529411764706,-0.2553955354031014,2.333605887452674,2.1635280200105647,1418,0.8346085932901707,0.44195986369847207,0.4541942641102367
US_HEALTHCARE,US_MATERIALS,US,US,Healthcare,Materials,XLV,XLB,False,False,1699,0.5783733419785555,0.5463187620972098,0.05,84,84,33,0.01942319011183049,0.38846380223660976,7.7692760447321945,0.39285714285714285,0.39285714285714285,0.07920076605590447,-2.726864998124901,-2.451792440445314,85,85,32,0.01883460859329017,0.3766921718658034,7.533843437316066,0.3764705882352941,0.3764705882352941,-0.38344441328979695,1.986011856721301,2.1014191298581073,1426,0.8393172454384933,0.4448668204404824,0.4486705967839445
CN_SEMICONDUCTOR,CN_INDUSTRIALS,CN,CN,Semiconductor,Industrials,512760.SS,512660.SS,False,False,1653,0.5077468137693243,0.6097714195318493,0.05,82,82,32,0.019358741681790685,0.3871748336358137,7.743496672716272,0.3902439024390244,0.3902439024390244,-0.23695377730022646,-2.133583045373383,-2.3182845551435713,83,83,19,0.011494252873563218,0.22988505747126436,4.597701149425286,0.2289156626506024,0.2289156626506024,-0.3233047842440924,2.4219295240544847,2.5283023816367796,1375,0.8318209316394435,0.48643127231733524,0.49562711301088475
US_FINANCIALS,US_REAL_ESTATE_CHAIN,US,US,Financials,Real Estate Chain,XLF,XHB,False,False,1699,0.5828756015883063,0.5995109280294851,0.05,84,84,32,0.01883460859329017,0.3766921718658034,7.533843437316066,0.38095238095238093,0.38095238095238093,-0.17706809409895385,-2.3682066854492794,-2.489790320880866,85,85,21,0.012360211889346674,0.24720423778693346,4.944084755738668,0.24705882352941178,0.24705882352941178,-0.4501945119950084,2.0998030805977135,2.309592097122812,1416,0.8334314302530901,0.4972087910872452,0.5082466692553215
US_ENERGY,US_MATERIALS,US,US,Energy,Materials,XLE,XLB,False,False,1699,0.5014532230760906,0.4821132682374327,0.05,84,84,32,0.01883460859329017,0.3766921718658034,7.533843437316066,0.38095238095238093,0.38095238095238093,-0.06448926373400089,-2.6386897088724384,-2.5117016664274714,85,85,17,0.010005885815185403,0.20011771630370803,4.00235432607416,0.2,0.2,-0.43619772459511014,1.9931718492760495,2.1295671468248973,1413,0.8316656856974691,0.3815985497506526,0.38639089816128724
CN_REAL_ESTATE_CHAIN,CN_MATERIALS,CN,CN,Real Estate Chain,Materials,512200.SS,512400.SS,False,False,1653,0.19640854348975825,0.3631566109593123,0.05,82,82,31,0.018753781004234724,0.37507562008469447,7.501512401693888,0.3780487804878049,0.3780487804878049,-0.3228207232110597,-1.341956584977137,-2.4112752281580345,83,83,11,0.006654567453115548,0.13309134906231096,2.6618269812462185,0.13253012048192772,0.13253012048192772,-0.275426451212262,1.7846673067854868,2.8337790516137265,1367,0.8269812462189957,0.25412021641405685,0.25853739280290644
US_FINANCIALS,US_ENERGY,US,US,Financials,Energy,XLF,XLE,False,False,1699,0.5297669650274839,0.4920253676065334,0.05,84,84,31,0.018246027074749854,0.36492054149499703,7.29841082989994,0.36904761904761907,0.36904761904761907,-0.10161337618603199,-2.4960348920908846,-2.5120675264496,85,85,22,0.012948793407886992,0.2589758681577398,5.179517363154796,0.25882352941176473,0.25882352941176473,-0.15669900499421793,2.2475501776067146,2.2170759522394134,1416,0.8334314302530901,0.36425221472446273,0.37556696213033414
CN_MATERIALS,CN_UTILITIES,CN,CN,Materials,Utilities,512400.SS,159611.SZ,False,False,1056,0.383723226451908,0.3558731882034666,0.05,52,52,19,0.017992424242424244,0.35984848484848486,7.196969696969696,0.36538461538461536,0.36538461538461536,-0.2753210219467151,-2.425937094618455,-2.3294310979313044,53,53,7,0.006628787878787879,0.13257575757575757,2.651515151515151,0.1320754716981132,0.1320754716981132,-0.5607420525327023,2.3692790922995783,2.327875108558696,873,0.8267045454545454,0.2371086040094793,0.24956908502097544
US_INTERNET,US_FINANCIALS,US,US,Internet,Financials,FDN,XLF,False,False,1699,0.49328308711803165,0.459348268614854,0.05,84,84,30,0.017657445556209534,0.35314891112419067,7.062978222483812,0.35714285714285715,0.35714285714285715,-0.19442117916230647,-2.5535182946226653,-2.5835484519338947,85,85,21,0.012360211889346674,0.24720423778693346,4.944084755738668,0.24705882352941178,0.24705882352941178,-0.4131556360228781,2.064109813898661,2.1682789377603626,1413,0.8316656856974691,0.3588639770165713,0.35212768210036105
